source_type,source_name,topic,avg_sentiment_score,quantile_sentiment_scaled,sentiment_label
news,NPR,topic_beverage,0.07172256711896337,0.22247332077840554,neutral
news,NPR,topic_bob_menendez,0.07970873914122184,0.2729441305712492,neutral
news,NPR,topic_books_and_publishing,0.17619781537520815,0.807909604519774,positive
news,NPR,topic_border_dispute,0.06698687984707377,0.19573132454488387,neutral
news,NPR,topic_building_material,0.131,0.6080351537978657,positive
news,NPR,topic_business_information,0.09292402483175914,0.3633396107972379,positive
news,NPR,topic_business_service,0.07069905562060684,0.21569365976145638,neutral
news,NPR,topic_business_strategy_and_marketing,0.07877299160081021,0.26767106089139986,neutral
news,NPR,topic_caitlin_clark,0.10150441905721544,0.42109227871939736,positive
news,NPR,topic_canada,0.07737295286503885,0.2580037664783427,neutral
news,NPR,topic_cancer,0.09134323432753826,0.35141242937853107,positive
news,NPR,topic_capital_punishment,0.028790828007390315,0.053232893910860016,neutral
news,NPR,topic_casinos_and_gambling,0.10568294552669548,0.45109855618330197,positive
news,NPR,topic_censorship_and_freedom_of_speech,0.10197217419746411,0.4238543628374137,positive
news,NPR,topic_charity,0.1453710201186943,0.6775894538606403,positive
news,NPR,topic_chemicals,0.0876160847157013,0.3275580665411174,neutral
news,NPR,topic_children,0.06226514908505388,0.17288135593220338,neutral
news,NPR,topic_china,0.07497746838680254,0.24231010671688638,neutral
news,NPR,topic_chuck_schumer,0.06891392932994711,0.20577526679221594,neutral
news,NPR,topic_civil_law,0.08024659332732083,0.27620841180163214,neutral
news,NPR,topic_civil_rights,0.13164638723053754,0.6123038292529818,positive
news,NPR,topic_civil_unrest,0.043641368070666174,0.09591964846202135,neutral
news,NPR,topic_civil_war,0.03146282492543084,0.061268047708725674,neutral
news,NPR,topic_claudia_sheinbaum,0.0675094299348331,0.19887005649717515,neutral
news,NPR,topic_climate_change,0.07946323170487381,0.2711864406779661,neutral
news,NPR,topic_clothing,0.3090277777777778,0.9882611424984307,positive
news,NPR,topic_college_and_university,0.10232313437000827,0.42730696798493406,positive
news,NPR,topic_commercial_fishing,0.18717895656452985,0.8395480225988701,positive
news,NPR,topic_communicable_disease,0.07490076601650118,0.24118016321406152,neutral
news,NPR,topic_communism,0.04419947170139126,0.0973006905210295,neutral
news,NPR,topic_computing_and_information_technology,0.10475252030155205,0.4434400502197112,positive
news,NPR,"topic_conflict,_war_and_peace",0.04939783731803214,0.11644695543000627,neutral
news,NPR,topic_conservation,0.1046683717439329,0.44268675455116135,positive
news,NPR,topic_construction_and_property,0.10238258039646192,0.42774639045825485,positive
news,NPR,topic_consumer_electronics,0.12371102889906732,0.5686126804770872,positive
news,NPR,topic_consumer_goods,0.1009259633040628,0.4172002510985562,positive
news,NPR,topic_consumer_issue,0.10580521034670323,0.4519774011299435,positive
news,NPR,topic_corruption,0.022936786686942,0.04105461393596987,neutral
news,NPR,topic_cosmology,0.03544132835427782,0.07206528562460766,neutral
news,NPR,topic_coup_d'etat,0.020871226304385527,0.036785938480853736,neutral
news,NPR,topic_court,0.053316317289599076,0.1308223477715003,neutral
news,NPR,topic_court_administration,0.06839655497238928,0.2041431261770245,neutral
news,NPR,topic_covid-19,0.09093945100126082,0.3487758945386064,positive
news,NPR,topic_crime,0.04727787194449683,0.10834902699309479,neutral
news,NPR,"topic_crime,_law_and_justice",0.047714361639334735,0.11042059008160703,neutral
news,NPR,topic_criminal_law,0.0785565606812375,0.26629001883239173,neutral
news,NPR,topic_crypto,0.10647561226077196,0.45737602008788447,positive
news,NPR,topic_cryptocurrency,0.10837250184002634,0.4693032015065913,positive
news,NPR,topic_currency,0.11044515988975828,0.48462021343377276,positive
news,NPR,topic_cyber_crime,0.037308327752958316,0.077338355304457,neutral
news,NPR,topic_data_protection_policy,0.06579490184989692,0.19033270558694287,neutral
news,NPR,topic_death_and_dying,0.021227555344046193,0.03741368487131199,neutral
news,NPR,topic_debt_market,0.08092919618838146,0.28085373509102324,neutral
news,NPR,topic_defense_equipment,0.04481939519309959,0.09993722536095417,neutral
news,NPR,topic_democratic_party,0.07873665934491503,0.2672944130571249,neutral
news,NPR,topic_demographics,0.08293792380492032,0.2956057752667922,neutral
news,NPR,topic_department_store,0.08884058078678997,0.33308223477715004,neutral
news,NPR,topic_depression,0.146182869247289,0.6828625235404896,positive
news,NPR,topic_developmental_disorder,0.09967656517151122,0.40853735091023224,positive
news,NPR,topic_dictatorship,0.006557720057720068,0.010671688637790333,neutral
news,NPR,topic_diddy,0.030547307200310167,0.059008160703075956,neutral
news,NPR,topic_diet,0.10162085557499947,0.4219711236660389,positive
news,NPR,topic_dietary_supplement,0.0795055004627015,0.27181418706842436,neutral
news,NPR,topic_diplomacy,0.07313677952094742,0.2307595731324545,neutral
news,NPR,topic_disabilities,0.08997493116013458,0.34099183929692406,positive
news,NPR,topic_disaster,0.060451652494954634,0.1662272441933459,neutral
news,NPR,"topic_disaster,_accident_and_emergency_incident",0.060451652494954634,0.1662272441933459,neutral
news,NPR,topic_discrimination,0.06252898002827807,0.17401129943502824,neutral
news,NPR,topic_disease_and_condition,0.08169903825096375,0.28637790332705587,neutral
news,NPR,"topic_diversity,_equity_and_inclusion",0.0952721085972118,0.3770244821092279,positive
news,NPR,topic_divorce,0.2611623891981035,0.9682360326428123,positive
news,NPR,topic_donald_trump,0.07172994728110532,0.22259887005649717,neutral
news,NPR,topic_drug_related_crimes,0.061319042844509855,0.1689893283113622,neutral
news,NPR,topic_drug_trafficking,-0.0021825396825396,-0.9444444444444444,negative
news,NPR,topic_economic_trends_and_indicators,0.07504338072541858,0.24306340238543628,neutral
news,NPR,topic_economy,0.08395599896203548,0.3027620841180163,neutral
news,NPR,"topic_economy,_business_and_finance",0.08395599896203548,0.3027620841180163,neutral
news,NPR,topic_education,0.11023109741184198,0.4819836785938481,positive
news,NPR,topic_education_policy,0.09031942976466437,0.3436283741368487,positive
news,NPR,topic_el_salvador,0.07321481834292817,0.23138731952291275,neutral
news,NPR,topic_elderly_care,0.099932485909967,0.4100439422473321,positive
news,NPR,topic_election,0.09475293481701037,0.37350910232266166,positive
news,NPR,topic_electoral_system,0.20913276598407388,0.8999372253609542,positive
news,NPR,topic_electrical_appliance,0.11199885287879272,0.496045197740113,positive
news,NPR,topic_elon_musk,0.07708586465233419,0.2551161330822348,neutral
news,NPR,topic_embezzlement,0.022053872053872003,0.03979912115505336,neutral
news,NPR,topic_emergency_care,0.09244927676992887,0.3591964846202134,positive
news,NPR,topic_emergency_planning,0.09059457802215619,0.34576271186440677,positive
news,NPR,topic_emergency_response,0.0758432539682539,0.24720652856246075,neutral
news,NPR,topic_employer,0.08098863268412977,0.2814814814814815,neutral
news,NPR,topic_employment,0.09411181820520918,0.3701192718141871,positive
news,NPR,topic_employment_statistics,0.12380618543867128,0.5688637790332706,positive
news,NPR,topic_endangered_species,0.08738365767636587,0.32642812303829255,neutral
news,NPR,topic_energy_and_resource,0.04742350125765178,0.10922787193973635,neutral
news,NPR,topic_energy_resources,0.07963404594313855,0.27231638418079096,neutral
news,NPR,topic_environment,0.09246547408233448,0.35969868173258,positive
news,NPR,topic_environmental_policy,0.07323285230053302,0.23163841807909605,neutral
news,NPR,topic_environmental_pollution,0.0841604972337933,0.30483364720652856,neutral
news,NPR,topic_espionage_and_intelligence,0.01856570373197442,0.03214061519146265,neutral
news,NPR,topic_euthanasia,0.061374942563366196,0.16936597614563717,neutral
news,NPR,topic_explosion_accident_and_incident,0.05875943822110467,0.1579409918392969,neutral
news,NPR,topic_eye_care,-0.0111111111111111,-0.7713675213675214,negative
news,NPR,topic_family,0.09223240604430252,0.3574387947269303,positive
news,NPR,topic_family_planning,0.09093748999813892,0.34865034526051475,positive
news,NPR,topic_famine,0.05388143592545387,0.13308223477715003,neutral
news,NPR,topic_farms,0.09631733270338312,0.3846829880728186,positive
news,NPR,topic_fema,0.0781641589141536,0.2631512868801004,neutral
news,NPR,topic_film_industry,0.07961523185036712,0.2721908349026993,neutral
news,NPR,topic_financial_and_business_service,0.14098904689144723,0.6585059635907093,positive
news,NPR,topic_financial_service,0.06813255107887867,0.20263653483992466,neutral
news,NPR,topic_fire,0.08240538833008842,0.29127432517263024,neutral
news,NPR,topic_flowers_and_plants,0.08178244981616059,0.28688010043942247,neutral
news,NPR,topic_food_and_drink_regulations,0.040677715984808606,0.08625235404896422,neutral
news,NPR,topic_foreign_aid,0.04423758622141255,0.09742623979912116,neutral
news,NPR,topic_forestry_and_timber,0.0826719576719576,0.2936597614563716,neutral
news,NPR,topic_forests,0.1109309358668752,0.4878844946641557,positive
news,NPR,topic_fraud,0.06618716715250475,0.19133709981167607,neutral
news,NPR,topic_furnishings_and_furniture,0.10882243719124104,0.4718141870684244,positive
news,NPR,topic_gang_activity,0.02447169506401794,0.043565599497802886,neutral
news,NPR,topic_gender,0.08057617257769319,0.2780916509730069,neutral
news,NPR,topic_genocide,0.029769351274414806,0.05612052730696798,neutral
news,NPR,topic_geography,0.08428320421520642,0.30646578782172,neutral
news,NPR,topic_global_warming,0.07313489424054465,0.23063402385436282,neutral
news,NPR,topic_government_aid,0.0371213175653342,0.07696170747018205,neutral
news,NPR,topic_government_budget,0.05770651036618247,0.15266792215944758,neutral
news,NPR,topic_government_debt,0.1194326866549088,0.5440050219711237,positive
news,NPR,topic_government_employee,0.07051487498932975,0.21456371625863152,neutral
news,NPR,topic_grocery,0.24247694633408914,0.9501569365976146,positive
news,NPR,topic_hazardous_materials,0.0813011041686706,0.2832391713747646,neutral
news,NPR,topic_health,0.08434131239102895,0.3070935342121783,neutral
news,NPR,topic_health_and_beauty_product,0.09378024562690497,0.3682360326428123,positive
news,NPR,topic_health_care_provider,0.06223387089806224,0.17275580665411175,neutral
news,NPR,topic_health_insurance,0.08431047547673155,0.3066541117388575,neutral
news,NPR,topic_health_organization,0.07349122846367882,0.23314500941619587,neutral
news,NPR,topic_health_treatment_and_procedure,0.09094954317790979,0.3489014438166981,positive
news,NPR,topic_healthcare_industry,0.07723467927161373,0.25637162586315126,neutral
news,NPR,topic_healthcare_policy,0.08019845694368823,0.2755806654111739,neutral
news,NPR,topic_heart_disease,0.1639290633608815,0.7635907093534212,positive
news,NPR,topic_history,0.06779701770803216,0.2005021971123666,neutral
news,NPR,topic_homelessness,0.06758652986921253,0.19949780288763339,neutral
news,NPR,topic_homicide,0.026996391955636627,0.04971751412429379,neutral
news,NPR,topic_hotel_and_accommodation,0.077439054001554,0.2583804143126177,neutral
news,NPR,topic_housing_and_urban_planning_policy,0.10053632752060015,0.41406151914626493,positive
news,NPR,topic_human_smuggling_and_trafficking,0.052040526109335815,0.12504708097928438,neutral
news,NPR,topic_hurricane,0.010384278634860007,0.01657250470809793,neutral
news,NPR,topic_ice,0.06384769878202318,0.1805398618957941,neutral
news,NPR,topic_illegal_immigration,0.040732868353870924,0.08650345260514752,neutral
news,NPR,topic_immigration,0.04687489808422512,0.10608913998744507,neutral
news,NPR,topic_immigration_policy,0.03699240452755698,0.07645951035781544,neutral
news,NPR,topic_independent_and_charter_school,0.07096852337436867,0.21732580037664784,neutral
news,NPR,topic_india,0.07384547994797894,0.23502824858757063,neutral
news,NPR,topic_india_pakistan,0.056379567555360825,0.14601381042059008,neutral
news,NPR,topic_indigenous_people,0.07877189458717501,0.26754551161330825,neutral
news,NPR,topic_industrial_component,0.10651848679530064,0.45825486503452606,positive
news,NPR,topic_industrial_production,0.20940087145969496,0.9004394224733208,positive
news,NPR,topic_infants,0.06907394203019203,0.2071563088512241,neutral
news,NPR,topic_inflation,0.08591376975449574,0.31663527934714375,neutral
news,NPR,topic_information_science,0.09542188867430465,0.3785310734463277,positive
news,NPR,topic_information_technology_and_computer_science,0.08912126151291115,0.33584431889516636,positive
news,NPR,topic_infrastructure_projects,0.17713004199795038,0.8095417451349655,positive
news,NPR,topic_injury,0.06310887024837505,0.175894538606403,neutral
news,NPR,topic_insurance,0.08431047547673155,0.3066541117388575,neutral
news,NPR,topic_international_court_and_tribunal,0.009138438526778401,0.01418706842435656,neutral
news,NPR,topic_international_organization,0.1001515151515151,0.4110483364720653,positive
news,NPR,topic_international_relations,0.06539774292081452,0.18920276208411801,neutral
news,NPR,topic_investments,0.05757352372585972,0.15229127432517264,neutral
news,NPR,topic_iran,0.05287373122370885,0.12981795354676712,neutral
news,NPR,topic_israel,0.05493408235346442,0.13810420590081607,neutral
news,NPR,topic_israel_gaza,0.0518913690500954,0.12467043314500942,neutral
news,NPR,topic_jd_vance,0.060892344456964856,0.16760828625235405,neutral
news,NPR,topic_jeff_bezos,0.0968868507830559,0.38857501569365976,positive
news,NPR,topic_jeffrey_epstein,0.063663191939121,0.17890772128060264,neutral
news,NPR,topic_job_layoffs,0.11070676515662639,0.4868801004394225,positive
news,NPR,topic_joe_biden,0.0803831982667188,0.27658505963590707,neutral
news,NPR,topic_judge,0.047459619481035505,0.1096045197740113,neutral
news,NPR,topic_judiciary,0.05459552202362322,0.13634651600753295,neutral
news,NPR,topic_justice,0.047714361639334735,0.11042059008160703,neutral
news,NPR,topic_justin_trudeau,0.08770417991343789,0.32818581293157567,neutral
news,NPR,topic_kamala_harris,0.0840920042972214,0.303954802259887,neutral
news,NPR,topic_kanye_west,0.14399579349726774,0.6699309478970495,positive
news,NPR,topic_karoline_leavitt,0.06094791540861504,0.16785938480853735,neutral
news,NPR,topic_kevin_mccarthy,0.12543920126701474,0.5774011299435028,positive
news,NPR,topic_labor,0.0940729816163458,0.3697426239799121,positive
news,NPR,topic_labor_dispute,0.0926545236378925,0.36095417451349654,positive
news,NPR,topic_labor_strike,0.13245025623885912,0.6154425612052731,positive
news,NPR,topic_law_enforcement,0.03360250175237624,0.06779661016949153,neutral
news,NPR,topic_legal_service,0.05174401749124445,0.12454488386691777,neutral
news,NPR,topic_legislative_body,0.09275899335454367,0.36183301946013813,positive
news,NPR,topic_livestock_farming,0.08084904143719737,0.280225988700565,neutral
news,NPR,topic_loans_and_lending,0.07241452483236985,0.22724419334588827,neutral
news,NPR,topic_local_elections,0.12188659277907335,0.5564344005021971,positive
news,NPR,topic_local_government,0.0636158768029005,0.17802887633396108,neutral
news,NPR,topic_luigi_mangione,0.0005860557736031085,0.0010043942247332078,neutral
news,NPR,topic_luxury_good,0.10572196748183588,0.45134965473948524,positive
news,NPR,topic_machine_manufacturing,0.08720618551000095,0.32504708097928436,neutral
news,NPR,topic_mankind,0.08399731783459995,0.30332705586942876,neutral
news,NPR,topic_marine_science,0.11217408108598333,0.49692404268675455,positive
news,NPR,topic_mark_carney,0.0774364177489177,0.25825486503452605,neutral
news,NPR,topic_mark_zuckerberg,0.09011152600374701,0.34249843063402385,positive
news,NPR,topic_marriage,0.07735942058182313,0.2578782172002511,neutral
news,NPR,topic_massacre,0.07438234101180963,0.2379158819836786,neutral
news,NPR,topic_media_and_entertainment_industry,0.07928049666744795,0.2701820464532329,neutral
news,NPR,topic_medical_condition,0.13760797668983668,0.644256120527307,positive
news,NPR,topic_medical_equipment,0.12809309835045127,0.5918392969240427,positive
news,NPR,topic_medical_profession,0.06986334225774693,0.21129943502824858,neutral
news,NPR,topic_medical_research,0.04399797578964244,0.09717514124293786,neutral
news,NPR,topic_medical_service,0.05430100981818728,0.1347143753923415,neutral
news,NPR,topic_medical_specialization,0.07190022592073674,0.224105461393597,neutral
news,NPR,topic_medical_test,0.09422391685319269,0.37074701820464534,positive
news,NPR,topic_men,0.13575341727515636,0.6322661644695543,positive
news,NPR,topic_mental_health,0.1270704881245606,0.5860640301318267,positive
news,NPR,topic_metal,0.04023703217025139,0.08512241054613937,neutral
news,NPR,topic_mexico,0.07452491224086531,0.23879472693032014,neutral
news,NPR,topic_mike_johnson,0.09652030719527593,0.3859384808537351,positive
news,NPR,topic_military_equipment,0.09191798941798934,0.35480225988700564,positive
news,NPR,topic_military_service,-0.0345029239766081,-0.5064102564102564,negative
news,NPR,topic_mining,0.023757450109161884,0.04281230382925298,neutral
news,NPR,topic_missing_person,0.027424102752374644,0.05059635907093534,neutral
news,NPR,topic_mitch_mcconnell,0.0768744035058435,0.2533584431889517,neutral
news,NPR,topic_mortgages,0.07935869428376142,0.27080979284369117,neutral
news,NPR,topic_mosque,0.049112705394963395,0.11512868801004394,neutral
news,NPR,topic_mountains,0.012677706579832679,0.020087884494664157,neutral
news,NPR,topic_nancy_pelosi,0.15918946274068452,0.7430006277463904,positive
news,NPR,topic_national_elections,0.1120893196551312,0.49642184557438795,positive
news,NPR,topic_national_or_ethnic_minority,0.12235376029257382,0.5598242310106717,positive
news,NPR,topic_national_security,0.05002010233321113,0.11814187068424356,neutral
news,NPR,topic_natural_disaster,0.04240217529777362,0.09139987445072191,neutral
news,NPR,topic_natural_science,0.11469078312444615,0.5106089139987445,positive
news,NPR,topic_nature,0.10244689692324052,0.42824858757062145,positive
news,NPR,topic_news_agency,0.07364623675622572,0.23414940364092907,neutral
news,NPR,topic_non-human_diseases,0.07691742621217684,0.25360954174513495,neutral
news,NPR,topic_non-prescription_drug,0.09647814703923138,0.3855618330194601,positive
news,NPR,topic_nuclear_policy,0.04819480229476027,0.11274325172630258,neutral
news,NPR,topic_nuclear_power,0.04767313674611048,0.11023226616446956,neutral
news,NPR,topic_nuclear_radiation_victims,0.11461038961038957,0.5098556183301945,positive
news,NPR,topic_obesity,0.13760797668983668,0.644256120527307,positive
news,NPR,topic_oil_and_gas_-_upstream_activities,0.029275259645325426,0.05524168236032643,neutral
news,NPR,topic_online_shopping,0.1872960372960373,0.8401757689893283,positive
news,NPR,topic_opioids,0.06867901179193481,0.20539861895794098,neutral
news,NPR,topic_organized_crime,0.028165587221941325,0.0519774011299435,neutral
news,NPR,topic_pakistan,0.0557725008665931,0.14199623352165724,neutral
news,NPR,topic_paleontology,0.09235720942129858,0.3586942875078468,positive
news,NPR,topic_pandemic,0.06963827067565956,0.20929064657878219,neutral
news,NPR,topic_parents_group,0.2442392884892885,0.9529190207156308,positive
news,NPR,topic_parks,0.10784987097071508,0.4655367231638418,positive
news,NPR,"topic_patent,_copyright_and_trademark",0.07251543139194522,0.2276208411801632,neutral
news,NPR,topic_payment_service,0.06296178698752226,0.1748901443816698,neutral
news,NPR,topic_pension,0.07823249288757733,0.26390458254865035,neutral
news,NPR,topic_personal_finance,0.12214262810915477,0.5586942875078468,positive
news,NPR,topic_personal_finance_and_investment,0.0548725895316804,0.13735091023226617,neutral
news,NPR,topic_personal_income,0.263768115942029,0.9697426239799121,positive
news,NPR,topic_personal_weapon_control_policy,0.09803320450525357,0.3969868173258004,positive
news,NPR,topic_pests,0.11655840427937596,0.5249215317011927,positive
news,NPR,topic_pet_product_and_service,0.11499194960439664,0.511864406779661,positive
news,NPR,topic_pete_buttigieg,0.1260520475793002,0.5806654111738857,positive
news,NPR,topic_pete_hegseth,0.07994591870140025,0.2745762711864407,neutral
news,NPR,topic_pharmaceutical,0.08601535747654104,0.3170119271814187,neutral
news,NPR,topic_physics,0.16958418098095449,0.7853107344632768,positive
news,NPR,topic_physiology,0.170173348063973,0.786691776522285,positive
news,NPR,topic_plant_disease,0.06698741449441728,0.1958568738229755,neutral
news,NPR,topic_plastic,0.07607984748498496,0.2483364720652856,neutral
news,NPR,topic_podcast,0.11094754589546252,0.4882611424984306,positive
news,NPR,topic_poisoning,0.015049555263564548,0.02548650345260515,neutral
news,NPR,topic_police,0.015093736198268665,0.02598870056497175,neutral
news,NPR,topic_political_campaigns,0.08844018781506235,0.33119899560577526,neutral
news,NPR,topic_political_candidates,0.10022145030372535,0.4114249843063402,positive
news,NPR,topic_political_committee,0.08893779011388576,0.3338355304456999,positive
news,NPR,topic_political_debates,0.1026203233041468,0.4288763339610797,positive
news,NPR,topic_political_movement_and_association,-0.008924177491185549,-0.8269230769230769,negative
news,NPR,topic_political_parties_and_movements,0.06951157478984855,0.20916509730069052,neutral
news,NPR,topic_political_party,0.10023974433871195,0.41167608286252355,positive
news,NPR,topic_political_party_convention,0.09343418043455885,0.36559949780288764,positive
news,NPR,topic_political_prisoners_and_dissenters,0.033557761884188235,0.06754551161330823,neutral
news,NPR,topic_political_system,0.04174457485506488,0.08901443816698054,neutral
news,NPR,topic_politics_and_government,0.07277025930254447,0.22837413684871313,neutral
news,NPR,topic_pope,0.09960581744335383,0.4077840552416824,positive
news,NPR,topic_population_and_census,0.08293792380492032,0.2956057752667922,neutral
news,NPR,topic_pornography,0.13740840701714613,0.6436911487758945,positive
news,NPR,topic_precious_material,0.10662773288122546,0.4593848085373509,positive
news,NPR,topic_pregnancy_and_childbirth,0.07768130956273894,0.25976145637162584,neutral
news,NPR,topic_prescription_drugs,0.08029336392775474,0.2763339610797238,neutral
news,NPR,topic_prices,0.09130049011855798,0.35103578154425613,positive
news,NPR,topic_primary_education,0.11352994227994226,0.5048336472065286,positive
news,NPR,topic_primary_elections,0.11209490788099677,0.4965473948524796,positive
news,NPR,topic_prison,0.042809922854513426,0.09278091650973007,neutral
news,NPR,topic_prisoners_of_war,0.05606164243496557,0.14387947269303203,neutral
news,NPR,topic_privacy,0.03920162016948388,0.08223477715003139,neutral
news,NPR,topic_psychology,0.1356613120882834,0.6318895166352794,positive
news,NPR,topic_public_health,0.1065845977688945,0.45875706214689266,positive
news,NPR,topic_public_officials,0.07734196403873324,0.2575015693659761,neutral
news,NPR,topic_racism,0.04534561912563559,0.10156936597614563,neutral
news,NPR,topic_radiology,0.11141708985458981,0.4911487758945386,positive
news,NPR,topic_real_estate,0.1103504315282814,0.48311362209667297,positive
news,NPR,topic_referendum,0.08291803659438676,0.29541745134965475,neutral
news,NPR,topic_refugees_and_internally_displaced_people,0.05832067697953118,0.15605775266792216,neutral
news,NPR,topic_regulations,0.07078682467460325,0.21607030759573131,neutral
news,NPR,topic_religion,0.09434379033385012,0.3718769617074702,positive
news,NPR,topic_religious_text,0.06490951029049745,0.1864406779661017,neutral
news,NPR,topic_republican_party,0.07890588429417932,0.26804770872567485,neutral
news,NPR,topic_residential_real_estate,0.0898148148148148,0.34011299435028247,positive
news,NPR,topic_restaurant_and_catering,0.10084735943368192,0.41632140615191465,positive
news,NPR,topic_riot,0.011866728501379084,0.018581293157564346,neutral
news,NPR,topic_rivers,0.07980447937109535,0.27369742623979915,neutral
news,NPR,topic_robbery_and_theft,0.07213678797874808,0.2256120527306968,neutral
news,NPR,topic_robert_f._kennedy_jr,0.08301759135561529,0.29642184557438794,neutral
news,NPR,topic_ron_desantis,0.057758408012337684,0.15304456999372254,neutral
news,NPR,topic_russia,0.054056493831915235,0.1337099811676083,neutral
news,NPR,topic_russia_ukraine,0.053934229407620125,0.133458882611425,neutral
news,NPR,topic_sam_altman,0.07703579397110295,0.2546139359698682,neutral
news,NPR,topic_satellite_and_cable_service,0.09003935456426053,0.3418706842435656,positive
news,NPR,topic_saudi_arabia,0.0733996778469113,0.2322661644695543,neutral
news,NPR,topic_school,0.09638165489783422,0.3851851851851852,positive
news,NPR,topic_science_and_technology,0.09856064690581462,0.40037664783427496,positive
news,NPR,topic_scientific_institution,0.07267172344850914,0.22824858757062147,neutral
news,NPR,topic_scientific_research,0.09398268467435861,0.3689893283113622,positive
news,NPR,topic_securities,0.10557787041926135,0.4505963590709353,positive
news,NPR,topic_sex_crime,0.0840474900207399,0.3037037037037037,neutral
news,NPR,topic_sexual_behavior,0.19940815467601178,0.876585059635907,positive
news,NPR,topic_shipbuilding,0.1371428571428571,0.642435655994978,positive
news,NPR,topic_shipping_and_postal_service,0.075418134277565,0.24519774011299436,neutral
news,NPR,topic_shootings,0.023480470569240595,0.04218455743879473,neutral
news,NPR,topic_shopping_district_and_high_street,0.1079800511063397,0.46679221594475834,positive
news,NPR,topic_shopping_mall,0.1089878877725186,0.47294413057124923,positive
news,NPR,topic_slavery,0.08840896483604575,0.330947897049592,neutral
news,NPR,topic_social_sciences,0.07977200206681458,0.2734463276836158,neutral
news,NPR,topic_social_security,0.06493310864094709,0.18656622724419333,neutral
news,NPR,topic_society,0.08281304673866234,0.29453860640301316,neutral
news,NPR,topic_software_and_applications,0.10947794503476319,0.4759573132454488,positive
news,NPR,topic_space_exploration,0.09844560511049398,0.3992467043314501,positive
news,NPR,topic_specialty_store,0.11189255522527579,0.49516635279347143,positive
news,NPR,topic_state_elections,0.08175778082580383,0.2866290018832392,neutral
news,NPR,topic_stock_activity,0.1543385531569125,0.7207784055241683,positive
news,NPR,topic_stocks_and_securities,0.15330589849599233,0.7151286880100439,positive
news,NPR,topic_streaming_service,0.1131933849564172,0.5029504080351538,positive
news,NPR,topic_students,0.05991389530894114,0.16346516007532957,neutral
news,NPR,topic_summit_meeting,0.07163357937922309,0.22184557438794728,neutral
news,NPR,topic_supreme_and_high_court,0.0838189278611185,0.30207156308851224,neutral
news,NPR,topic_sustainability,0.08680910552359128,0.3216572504708098,neutral
news,NPR,topic_taiwan,0.07483802360767786,0.24080351537978656,neutral
